DistrictType,Office,Party,DistrictNumber,Votes,Year
State House,Auditor,Democratic,HD157,22580,2020
State House,Auditor,Democratic,HD158,19268,2020
State House,Auditor,Democratic,HD159,17897,2020
State House,Auditor,Democratic,HD16,15767,2020
State House,Auditor,Democratic,HD160,19182,2020
State House,Auditor,Democratic,HD161,20361,2020
State House,Auditor,Democratic,HD162,16780,2020
State House,Auditor,Democratic,HD163,20396,2020
State House,Auditor,Democratic,HD164,22452,2020
State House,Auditor,Democratic,HD165,19750,2020
State House,Auditor,Democratic,HD166,26043,2020
State House,Auditor,Democratic,HD167,23133,2020
State House,Auditor,Democratic,HD168,21393,2020
State House,Auditor,Democratic,HD169,10363,2020
State House,Auditor,Democratic,HD17,8385,2020
State House,Auditor,Democratic,HD170,12966,2020
State House,Auditor,Democratic,HD171,15384,2020
State House,Auditor,Democratic,HD172,14287,2020
State House,Auditor,Democratic,HD173,13927,2020
State House,Auditor,Democratic,HD174,14454,2020
State House,Auditor,Democratic,HD175,27785,2020
State House,Auditor,Democratic,HD176,13650,2020
State House,Auditor,Democratic,HD177,14288,2020
State House,Auditor,Democratic,HD178,19718,2020
State House,Auditor,Democratic,HD179,18415,2020
State House,Auditor,Democratic,HD18,15511,2020
State House,Auditor,Democratic,HD180,12575,2020
State House,Auditor,Democratic,HD181,24338,2020
State House,Auditor,Democratic,HD182,33644,2020
State House,Auditor,Democratic,HD183,13172,2020
State House,Auditor,Democratic,HD184,18772,2020
State House,Auditor,Democratic,HD185,22515,2020
State House,Auditor,Democratic,HD186,30367,2020
State House,Auditor,Democratic,HD187,14957,2020
State House,Auditor,Democratic,HD188,24923,2020
State House,Auditor,Democratic,HD189,14340,2020
State House,Auditor,Democratic,HD19,20677,2020
State House,Auditor,Democratic,HD190,27956,2020
State House,Auditor,Democratic,HD191,24782,2020
State House,Auditor,Democratic,HD192,29130,2020
State House,Auditor,Democratic,HD193,9210,2020
State House,Auditor,Democratic,HD194,26704,2020
State House,Auditor,Democratic,HD195,28631,2020
State House,Auditor,Democratic,HD196,10292,2020
State House,Auditor,Democratic,HD197,18661,2020
State House,Auditor,Democratic,HD198,25582,2020
State House,Auditor,Democratic,HD199,12249,2020
State House,Auditor,Democratic,HD2,14557,2020
State House,Auditor,Democratic,HD20,22042,2020
State House,Auditor,Democratic,HD200,36058,2020
State House,Auditor,Democratic,HD201,26641,2020
State House,Auditor,Democratic,HD202,16693,2020
State House,Auditor,Democratic,HD203,27073,2020
State House,Auditor,Democratic,HD21,21867,2020
State House,Auditor,Democratic,HD22,12643,2020
State House,Auditor,Democratic,HD23,24105,2020
State House,Auditor,Democratic,HD24,27995,2020
State House,Auditor,Democratic,HD25,17399,2020
State House,Auditor,Democratic,HD26,15620,2020
State House,Auditor,Democratic,HD27,19555,2020
State House,Auditor,Democratic,HD28,19400,2020
State House,Auditor,Democratic,HD29,18688,2020
State House,Auditor,Democratic,HD3,16112,2020
State House,Auditor,Democratic,HD30,18953,2020
State House,Auditor,Democratic,HD31,23151,2020
State House,Auditor,Democratic,HD32,22053,2020
State House,Auditor,Democratic,HD33,14548,2020
State House,Auditor,Democratic,HD34,23307,2020
State House,Auditor,Democratic,HD35,15825,2020
State House,Auditor,Democratic,HD36,18930,2020
State House,Auditor,Democratic,HD37,9570,2020
State House,Auditor,Democratic,HD38,17627,2020
State House,Auditor,Democratic,HD39,13831,2020
State House,Auditor,Democratic,HD4,10304,2020
State House,Auditor,Democratic,HD40,17958,2020
State House,Auditor,Democratic,HD41,16734,2020
State House,Auditor,Democratic,HD42,22598,2020
State House,Auditor,Democratic,HD43,12209,2020
State House,Auditor,Democratic,HD44,17485,2020
State House,Auditor,Democratic,HD45,18854,2020
State House,Auditor,Democratic,HD46,17074,2020
State House,Auditor,Democratic,HD47,12510,2020
State House,Auditor,Democratic,HD48,14342,2020
State House,Auditor,Democratic,HD49,10809,2020
State House,Auditor,Democratic,HD5,10444,2020
State House,Auditor,Democratic,HD50,9053,2020
State House,Auditor,Democratic,HD51,8902,2020
State House,Auditor,Democratic,HD52,9079,2020
State House,Auditor,Democratic,HD53,17523,2020
State House,Auditor,Democratic,HD54,13295,2020
State House,Auditor,Democratic,HD55,9914,2020
State House,Auditor,Democratic,HD56,12595,2020
State House,Auditor,Democratic,HD57,12168,2020
State House,Auditor,Democratic,HD58,11329,2020
State House,Auditor,Democratic,HD59,10046,2020
State House,Auditor,Democratic,HD6,10592,2020
State House,Auditor,Democratic,HD60,8278,2020
State House,Auditor,Democratic,HD61,22946,2020
State House,Auditor,Democratic,HD62,9520,2020
State House,Auditor,Democratic,HD63,5951,2020
State House,Auditor,Democratic,HD64,7052,2020
State House,Auditor,Democratic,HD65,7427,2020
State House,Auditor,Democratic,HD66,5485,2020
State House,Auditor,Democratic,HD67,6158,2020
State House,Auditor,Democratic,HD68,5852,2020
State House,Auditor,Democratic,HD69,5947,2020
State House,Auditor,Democratic,HD7,13022,2020
State House,Auditor,Democratic,HD70,18951,2020
State House,Auditor,Democratic,HD71,10398,2020
State House,Auditor,Democratic,HD72,8519,2020
State House,Auditor,Democratic,HD73,6979,2020
State House,Auditor,Democratic,HD74,20299,2020
State House,Auditor,Democratic,HD75,7906,2020
State House,Auditor,Democratic,HD76,8024,2020
State House,Auditor,Democratic,HD77,13181,2020
State House,Auditor,Democratic,HD78,4965,2020
State House,Auditor,Democratic,HD79,8541,2020
State House,Auditor,Democratic,HD8,7534,2020
State House,Auditor,Democratic,HD80,6704,2020
State House,Auditor,Democratic,HD81,9443,2020
State House,Auditor,Democratic,HD82,5388,2020
State House,Auditor,Democratic,HD83,9582,2020
State House,Auditor,Democratic,HD84,6566,2020
State House,Auditor,Democratic,HD85,8897,2020
State House,Auditor,Democratic,HD86,7334,2020
State House,Auditor,Democratic,HD87,18009,2020
State House,Auditor,Democratic,HD88,15193,2020
State House,Auditor,Democratic,HD89,9849,2020
State House,Auditor,Democratic,HD9,10962,2020
State House,Auditor,Democratic,HD90,7536,2020
State House,Auditor,Democratic,HD91,10916,2020
State House,Auditor,Democratic,HD92,10657,2020
State House,Auditor,Democratic,HD93,11833,2020
State House,Auditor,Democratic,HD94,9698,2020
State House,Auditor,Democratic,HD95,13546,2020
State House,Auditor,Democratic,HD96,16888,2020
State House,Auditor,Democratic,HD97,18039,2020
State House,Auditor,Democratic,HD98,10880,2020
State House,Auditor,Democratic,HD99,7344,2020
State House,Auditor,Green,HD1,343,2020
State House,Auditor,Green,HD10,396,2020
State House,Auditor,Green,HD100,231,2020
State House,Auditor,Green,HD101,414,2020
State House,Auditor,Green,HD102,298,2020
State House,Auditor,Green,HD103,443,2020
State House,Auditor,Green,HD104,441,2020
State House,Auditor,Green,HD105,410,2020
State House,Auditor,Green,HD106,497,2020
State House,Auditor,Green,HD107,338,2020
State House,Auditor,Green,HD108,352,2020
State House,Auditor,Green,HD109,374,2020
State House,Auditor,Green,HD11,328,2020
State House,Auditor,Green,HD110,330,2020
State House,Auditor,Green,HD111,370,2020
State House,Auditor,Green,HD112,428,2020
State House,Auditor,Green,HD113,458,2020
State House,Auditor,Green,HD114,465,2020
State House,Auditor,Green,HD115,414,2020
State House,Auditor,Green,HD116,235,2020
State House,Auditor,Green,HD117,389,2020
State House,Auditor,Green,HD118,421,2020
State House,Auditor,Green,HD119,335,2020
State House,Auditor,Green,HD12,310,2020
State House,Auditor,Green,HD120,354,2020
State House,Auditor,Green,HD121,318,2020
State House,Auditor,Green,HD122,299,2020
State House,Auditor,Green,HD123,316,2020
State House,Auditor,Green,HD124,378,2020
State House,Auditor,Green,HD125,307,2020
State House,Auditor,Green,HD126,391,2020
State House,Auditor,Green,HD127,288,2020
State House,Auditor,Green,HD128,470,2020
State House,Auditor,Green,HD129,428,2020
State House,Auditor,Green,HD13,373,2020
State House,Auditor,Green,HD130,459,2020
State House,Auditor,Green,HD131,457,2020
State House,Auditor,Green,HD132,393,2020
State House,Auditor,Green,HD133,466,2020
State House,Auditor,Green,HD134,420,2020
State House,Auditor,Green,HD135,399,2020
State House,Auditor,Green,HD136,454,2020
State House,Auditor,Green,HD137,374,2020
State House,Auditor,Green,HD138,389,2020
State House,Auditor,Green,HD139,446,2020
State House,Auditor,Green,HD14,383,2020
State House,Auditor,Green,HD140,461,2020
State House,Auditor,Green,HD141,398,2020
State House,Auditor,Green,HD142,364,2020
State House,Auditor,Green,HD143,427,2020
State House,Auditor,Green,HD144,389,2020
State House,Auditor,Green,HD145,436,2020
State House,Auditor,Green,HD146,544,2020
State House,Auditor,Green,HD147,471,2020
State House,Auditor,Green,HD148,519,2020
State House,Auditor,Green,HD149,508,2020
State House,Auditor,Green,HD15,303,2020
State House,Auditor,Green,HD150,410,2020
State House,Auditor,Green,HD151,391,2020
State House,Auditor,Green,HD152,449,2020
State House,Auditor,Green,HD153,567,2020
State House,Auditor,Green,HD154,527,2020
State House,Auditor,Green,HD155,532,2020
State House,Auditor,Green,HD156,382,2020
State House,Auditor,Green,HD157,544,2020
State House,Auditor,Green,HD158,413,2020
State House,Auditor,Green,HD159,326,2020
State House,Auditor,Green,HD16,437,2020
State House,Auditor,Green,HD160,331,2020
State House,Auditor,Green,HD161,361,2020
State House,Auditor,Green,HD162,401,2020
State House,Auditor,Green,HD163,404,2020
State House,Auditor,Green,HD164,346,2020
State House,Auditor,Green,HD165,317,2020
State House,Auditor,Green,HD166,462,2020
State House,Auditor,Green,HD167,427,2020
State House,Auditor,Green,HD168,371,2020
State House,Auditor,Green,HD169,379,2020
State House,Auditor,Green,HD17,323,2020
State House,Auditor,Green,HD170,267,2020
State House,Auditor,Green,HD171,422,2020
State House,Auditor,Green,HD172,295,2020
State House,Auditor,Green,HD173,279,2020
State House,Auditor,Green,HD174,282,2020
State House,Auditor,Green,HD175,727,2020
State House,Auditor,Green,HD176,412,2020
State House,Auditor,Green,HD177,450,2020
State House,Auditor,Green,HD178,333,2020
State House,Auditor,Green,HD179,273,2020
State House,Auditor,Green,HD18,290,2020
State House,Auditor,Green,HD180,167,2020
State House,Auditor,Green,HD181,498,2020
State House,Auditor,Green,HD182,573,2020
State House,Auditor,Green,HD183,335,2020
State House,Auditor,Green,HD184,482,2020
State House,Auditor,Green,HD185,396,2020
State House,Auditor,Green,HD186,571,2020
State House,Auditor,Green,HD187,456,2020
State House,Auditor,Green,HD188,729,2020
State House,Auditor,Green,HD189,428,2020
State House,Auditor,Green,HD19,513,2020
State House,Auditor,Green,HD190,459,2020
State House,Auditor,Green,HD191,242,2020
State House,Auditor,Green,HD192,281,2020
State House,Auditor,Green,HD193,339,2020
State House,Auditor,Green,HD194,695,2020
State House,Auditor,Green,HD195,560,2020
State House,Auditor,Green,HD196,321,2020
State House,Auditor,Green,HD197,217,2020
State House,Auditor,Green,HD198,368,2020
State House,Auditor,Green,HD199,387,2020
State House,Auditor,Green,HD2,377,2020
State House,Auditor,Green,HD20,679,2020
State House,Auditor,Green,HD200,509,2020
State House,Auditor,Green,HD201,363,2020
State House,Auditor,Green,HD202,236,2020
State House,Auditor,Green,HD203,293,2020
State House,Auditor,Green,HD21,742,2020
State House,Auditor,Green,HD22,317,2020
State House,Auditor,Green,HD23,703,2020
State House,Auditor,Green,HD24,724,2020
State House,Auditor,Green,HD25,379,2020
State House,Auditor,Green,HD26,491,2020
State House,Auditor,Green,HD27,538,2020
State House,Auditor,Green,HD28,378,2020
State House,Auditor,Green,HD29,355,2020
State House,Auditor,Green,HD3,434,2020
State House,Auditor,Green,HD30,379,2020
State House,Auditor,Green,HD31,404,2020
State House,Auditor,Green,HD32,500,2020
State House,Auditor,Green,HD33,396,2020
State House,Auditor,Green,HD34,600,2020
State House,Auditor,Green,HD35,370,2020
State House,Auditor,Green,HD36,585,2020
State House,Auditor,Green,HD37,288,2020
State House,Auditor,Green,HD38,399,2020
State House,Auditor,Green,HD39,336,2020
State House,Auditor,Green,HD4,335,2020
State House,Auditor,Green,HD40,385,2020
State House,Auditor,Green,HD41,338,2020
State House,Auditor,Green,HD42,523,2020
State House,Auditor,Green,HD43,299,2020
State House,Auditor,Green,HD44,370,2020
State House,Auditor,Green,HD45,459,2020
State House,Auditor,Green,HD46,395,2020
State House,Auditor,Green,HD47,359,2020
State House,Auditor,Green,HD48,325,2020
State House,Auditor,Green,HD49,278,2020
State House,Auditor,Green,HD5,368,2020
State House,Auditor,Green,HD50,313,2020
State House,Auditor,Green,HD51,232,2020
State House,Auditor,Green,HD52,209,2020
State House,Auditor,Green,HD53,454,2020
State House,Auditor,Green,HD54,291,2020
State House,Auditor,Green,HD55,300,2020
State House,Auditor,Green,HD56,288,2020
State House,Auditor,Green,HD57,373,2020
State House,Auditor,Green,HD58,287,2020
State House,Auditor,Green,HD59,270,2020
State House,Auditor,Green,HD6,382,2020
State House,Auditor,Green,HD60,274,2020
State House,Auditor,Green,HD61,404,2020
State House,Auditor,Green,HD62,307,2020
State House,Auditor,Green,HD63,218,2020
State House,Auditor,Green,HD64,321,2020
State House,Auditor,Green,HD65,386,2020
State House,Auditor,Green,HD66,220,2020
State House,Auditor,Green,HD67,300,2020
State House,Auditor,Green,HD68,311,2020
State House,Auditor,Green,HD69,273,2020
State House,Auditor,Green,HD7,352,2020
State House,Auditor,Green,HD70,430,2020
State House,Auditor,Green,HD71,321,2020
State House,Auditor,Green,HD72,289,2020
